review,sentiment
"It seems ever since 1982, about every two or three years we get a movie that claims to be ""The Next Officer and a Gentleman."" There has yet to be one movie that has lived up to this claim and this movie is no different.<br /><br />We get the usual ripped off scenes from OAAG (""I want you DOR,"" the instructor gives the Richard Gere character his overdose of drills in hopes he'll quit, the Gere character comes back for the girl, the Gere character realizes the instructor is great, etc.) and this movie is as predictable as the sun rising in the East and is horribly miscast on top. Costner plays his usual ""wise teacher"" character, the only character he can play, and you really get a sense of his limited acting abilities here. Kutcher is terrible in the Richard Gere character, just miscast with acting skills barely a notch above Keanu Reeves.<br /><br />The main problem with this OAAG wannabe is the two main characters are so amazingly one-dimensional, you never care for either in the least and when Kutcher's character finally turns around (just like Gere did in OAAG) you just go ""so what? The movie leaves no plot point unturned and seems to never end as if to say ""oh wait, we forgot to close out the girlfriend story, or the what happens after he graduates story, or the other six plot points in the movie..."" What's more baffling is the great ""reviews"" I see here. The general public's opinions never cease to amaze me.",0
"This...... Movie.... Is..... Horrible!!!!!! You won't believe this hunk of junk is even a movie!!!! Critters4 was better then this!!! And Critters4 was pretty frigging bad too!!! A bunch of stupid teens crash in a desert, find an old run down bungalow, and end up fending off horrifically badly stop motion animated spiders. Pardon my french, but the acting was bad as hell!!! The person who wrote this probably didn't even know what a spider is, because he had the spiders living in a colony serving an alien-queen-ripoff queen spider! SPIDERS DO NOT LIVE IN COLONIES!!!!!!!!! THIS ""MOVIE"" IS A PIECE OF CRUD!!! At the end, the marines suddenly pop out of no where and kill all the spider without even being called!!!! If you see a copy of this movie at a video store, douse it in gasoline and throw a match at it!!!!",0
"Comparing Oceans Twelve to the 2001 Oceans Eleven, did anyone else notice all the things that stayed the same?<br /><br />- All the stars returned for Twelve, and Zeta-Jones was added;<br /><br />- Twelve had the same director;<br /><br />- Twelve had the same producers;<br /><br />- Twelve had the same production designer;<br /><br />- Twelve had the same music director;<br /><br />- Twelve had the same film editor.<br /><br />Did anyone notice the things than changed once the ""Oceans"" franchise was established?<br /><br />- Twelve's budget was $25 million (30%) greater;<br /><br />- Eleven got great reviews, but Twelve largely got panned;<br /><br />- Eleven made $450 million but Twelve dropped to $362 million;<br /><br />- Domestic box office for Twelve dropped 32%;<br /><br />- Soderbergh teamed with a different screenwriter.<br /><br />Movies are a director's medium, of course. I almost forgot.",0
"Some may go for a film like this but I most assuredly did not. A college professor, David Norwell, suddenly gets a yen for adoption. He pretty much takes the first child offered, a bad choice named Adam. As it turns out Adam doesn't have both oars in the water which, almost immediately, causes untold stress and turmoil for Dr. Norwell. This sob story drolly played out with one problem after another, all centered around Adam's inabilities and seizures. Why Norwell wanted to complicate his life with an unknown factor like an adoptive child was never explained. Along the way the good doctor managed to attract a wifey to share in all the hell the little one was dishing out. Personally, I think both of them were one beer short of a sixpack. Bypass this yawner.",0
"Bloody Birthday opens to a shot of Meadowvale General Hospital. There three babies are being born at precisely the same time during a total eclipse. A caption informs us that it is now 'Meadowvale, California June 1, 1980'. Two teenage lovers, Duke Benson (Ben Marley) and Annie Smith (Erica Hope) are getting down to business in an open grave. They hear noises and Duke investigates. Both Duke and Annie are murdered. Sheriff Jim Brody (Bert Kramer) is baffled and only has the handle of a child's skipping rope that Annie was holding, as a clue. Unfortunately before Sheriff Brody can solve the case his youngest daughter Debbie (Elizabeth Hoy) and two of her friends Curtis Taylor (Billy Jayne as Billy Jacoby) and Steven Seton (Andy Freeman) murder him. Just as they are finishing Sheriff Brody off another young boy from their class named Timmy Russel (K.C. Martel) turns up, the three killers are unaware of how much he saw. Soon after the incident Timmy plays with Steven and Curtis in a junkyard. Curtis locks Timmy into an old locker. Timmy manages to escape and tell his sister Joyce (Lori Lethin), but she doesn't believe him at first. The three children carry on their murder spree. Their strict teacher Miss Davis (Susan Strasberg) a lovemaking couple (John Avery and Sylvia Wright) in a van and Debbie's older sister Beverly (Julie Brown) are among their victims. Joyce begins to have her suspicions about Debbie, Curtis and Steven which makes her and Timmy a target for the evil trio. Will they be able to convince the authorities that these three innocent looking 10 year olds are really soulless killers?<br /><br />Co-written and directed by Ed Hunt I have an intense dislike for this film. I think it's absolutely awful and doesn't have a single enjoyable aspect to it's 83 minute running time. The script by Hunt and Barry Pearson gives us no explanation for the child killers motives beyond the solar eclipse that blocks out Saturn and therefore for some bizarre astrological reason these three children don't have any conscience, so these are the only children ever born during a total eclipse? If that is true why do they wait until just before their tenth birthday's before starting their killing spree? I guess it just suddenly kicks in, right? To it's credit it is reasonably well paced but I still found it incredibly boring and tedious to sit through. The film as a whole is very unexciting and predictable, the children are revealed as the killers within the first 10 minutes and as I've mentioned next to no motive is given. It's very silly at times, too. Check out the scene where Debbie stops Steven by throwing a bowl of water over him! The Sheriff's death is put down to him falling down some steps, yeah right the injuries suffered from that type of accident aren't going to be the same as if your beaten to death with a baseball bat like he was in reality, any competent Doctor or Pathologist would have spotted that within 5 seconds. There isn't a single drop of blood spilt in the entire film and all of the lame killings are dull and unimaginative. There is some out-of-place looking nudity as Debbie charges 25c to let boys peek through a hole while her sister Beverly strips. There is an early scene just after the 5 minute mark when Joyce walks from the kitchen to the living room and the boom mike is clearly visible at the top of the screen, not even a little bit of it the whole damn thing. The general incompetence continues throughout the film. The whole production is bland and instantly forgettable. The acting is poor throughout, those three kids are very annoying and got on my nerves right from the start and made sitting through this film even more of a chore, especially Curtis in his geeky over-sized glasses. I just hate this film really, simple as that. I can't think of a single good thing to say about it. Definitely one to avoid.",0
"I didn't like this movie for many reasons - VERY BORING! It was interesting how they thought what the future would look like in this, but seriously I was very bored watching this. There was hardly any action. Although the Classical orchestra soundtrack was very nice. The visuals were very creative. Whenever this movie pops on TV, I feel like changing the station instantly. Not because it is a bad movie, just because I know what I am in for when watching this - complete and total boredom. It is a movie I saw when I was young, but I never got into the science fiction thing... because it simply wasn't real. Just like this movie - very unrealistic. I never understood half the movie anyway.",0
"Okul""The School"" is a result of a new trend in Turkish cinema. Having used the same stories over and over again new generation directors finally come up with different ideas. Of course, it doesn't mean that they are all grand. I think Okul is one of them. It is supposed to be a scary movie but it is not. It is not successful on being scary either. So what is it? Actors are so average especially Deniz Akkaya is pretty annoying with the teacher role. I am sure it could have been better if it was tried on harder. Maybe concentrating on one topic such as making it scary or vice versa. But directors have missed the target this time. ** out of *****",0
"Let me first start out by saying 1 out of 10 is too good for this movie. It's unfortunate that IMDb doesn't have tenths of a star... I watched this abortion of a movie in the middle of the night due to insomnia, and it was absolute garbage. The plot was horrible. The acting was horrible. The movie was utterly boring. ""malachi"" looked like the Shadow with Alec Baldwin (The Shadow is infinitely better than this as well) The character Eve was so undeveloped and 2 dimensional she didn't even grab my attention. I didn't even know her name was Eve. Don was interesting when he kept his mouth shut. The ""TWIST"" (if you can call it that) was laughable and pathetic. When it came, the movie had done such a horrid job of building suspense or attachment to any character that I simply thought ""Who gives a S***."" The only thing that made me even lift an eyebrow about this movie was the fact the med. teacher was Dyson in Terminator 2 (Also a movie that was light years ahead of this motion picture massacre.) Anyone who was involved in this movie should be ashamed of themselves for wasting 90 minutes of countless people's time. It's no wonder no actor from this movie ever had a fruitful career. In summary.... This movie is so bad, I feel dirty and need a shower. Worst movie in history, Gigli was better, Prom Night (the remake) was better and dare I say it Saw IV was better...........",0
"this is one of the more poorly made movies I've ever seen. One has to take anything by Truffaut seriously; it's not just some B-movie cranked out by hacks.<br /><br />evidently Truffaut couldn't decide whether he was making a noir or a sentimental chick flick. and neither could Deneuve, whose dozen (?) character flip-flops are simply unbelievable -- not even badly acted; just not acted at all. Among other things, how a woman as beautiful as Deneuve could be a person such as Julie/Marion is simply beyond anyone's ability to suspend disbelief; the role absolutely demands someone not so beautiful. Belmondo's acting also suffers although imho his character is not quite as unbelievable as Deneuve's. The cliché ending (which I won't describe) is unfortunately all too appropriate for this complete mistake.",0
"I love sci-fi and am willing to put up with a lot. Sci-fi movies/TV are usually underfunded, under-appreciated and misunderstood. I tried to like this, I really did, but it is to good TV sci-fi as Babylon 5 is to Star Trek (the original). Silly prosthetics, cheap cardboard sets, stilted dialogues, CG that doesn't match the background, and painfully one-dimensional characters cannot be overcome with a 'sci-fi' setting. (I'm sure there are those of you out there who think Babylon 5 is good sci-fi TV. It's not. It's clichéd and uninspiring.) While US viewers might like emotion and character development, sci-fi is a genre that does not take itself seriously (cf. Star Trek). It may treat important issues, yet not as a serious philosophy. It's really difficult to care about the characters here as they are not simply foolish, just missing a spark of life. Their actions and reactions are wooden and predictable, often painful to watch. The makers of Earth KNOW it's rubbish as they have to always say ""Gene Roddenberry's Earth..."" otherwise people would not continue watching. Roddenberry's ashes must be turning in their orbit as this dull, cheap, poorly edited (watching it without advert breaks really brings this home) trudging Trabant of a show lumbers into space. Spoiler. So, kill off a main character. And then bring him back as another actor. Jeeez! Dallas all over again.",0
"I had neither read any of the books nor seen the first movie so after receiving passes to a preview show, I had no expectations.<br /><br />'Angels and Demons' was a muddled, convoluted film lacking direction or any believability. There was very little character development and I never found myself caring about the plight of the protagonists; the reverse was true, I was more interested in seeing how the antagonists would succeed as the first half of the film was almost exclusively focused on why the Illuminati are who they are.<br /><br />The film jumps from location to location with little explanation or reason and expects the viewer to believe that everybody in the movie is an ally when they first meet. Any analytical mind will realize this is highly improbable.<br /><br />The climax is extremely cliché and leaves you asking what happened and wondering why nobody considered some of these points, it feels very tacked on and unnecessary.<br /><br />The actors are not particularly believable in their roles, mostly because I found it difficult to believe that scientists, professors, and men of the church would act in the manner that they do without regard to the consequences of their actions. Events that happen are not plausible in the slightest and the pace of the movie is questionable with the characters jumping around while on a tight schedule and I had to question how the protagonists manage to get from location to location on time, every time.<br /><br />The most pleasing part of the film is the cinematography, I found it a beautiful film to watch but it was such a mess, that I found it would not be worth paying to view in theatres.",0
"This program was shown in an early morning time slot on SPACE, a cable sci-fi station. I am amazed that anyone would pay for this or broadcast it; it is incredibly amateurish.<br /><br />The entire show is a sequence of short monologues or scenes performed on a set that looks like a closet with a bunch of circuit boards taped to the wall. There is very little continuity between scenes, and no plot. A typical scene revolves around some lame joke or special effect and is only a minute or so long. The dialog makes little sense and the special effects look like Photoshop filters. The actors are all adults, but I have literally seen high-school plays with better writing and sets. This program is an embarrassment.<br /><br />Perhaps each scene would work as an interstitial; a filler between shows instead of commercials. Stringing all the scenes together makes the limitations of the material extremely obvious.",0
"I'm gettin' sick of movies that sound entertaining in a one-line synopsis then end up being equal to what you'd find in the bottom center of a compost heap.<br /><br />Who knows: ""Witchery"" may have sounded interesting in a pitch to the studios, even with a ""big name cast"" (like Blair and Hasselhoff - wink-wink, nudge-nudge) and the effervescent likes of Hildegard Knef (I dunno, some woman...).<br /><br />But on film, it just falls apart faster than a papier-mache sculpture in a rainstorm. Seems these unfortunate folks are trapped in an island mansion off the Eastern seaboard, and one of them (a woman, I'd guess) is being targeted by a satanic cult to bear the child of hell while the others are offed in grotesque, tortuous ways. <br /><br />Okay, right there you have a cross-section of plots from ""The Exorcist"", ""The Omen"", ""Ten Little Indians"" and a few other lesser movies in the satanic-worshippers-run-amok line. None of it is very entertaining and for the most part, you'll cringe your way from scene to scene until it's over.<br /><br />No, not even Linda Blair and David Hasselhoff help matters much. They're just in it to pick up a paycheck and don't seem very intent on giving it their ""all"". <br /><br />From the looks of it, Hasselhoff probably wishes he were back on the beack with Pam Anderson (and who can blame him?) and Linda... well, who knows; a celebrity PETA benefit or pro-am golf tour or whatever it is she's in to nowadays.<br /><br />And the torture scenes! Ecchhhh. You'll see people get their mouths sewn shut, dangled up inside roaring fireplaces, strung up in trees during a violent storm, vessels bursting out of their necks, etc, etc. Sheesh, and I thought ""Mark of the Devil"" was the most sadistic movie I'd seen....<br /><br />Don't bother. It's not worth your time. I can't believe I told you as much as I did. If you do watch it, just see if you can count the cliches. And yes, Blair gets possessed, as if you didn't see THAT coming down Main Street followed by a marching band.<br /><br />No stars. ""Witchery"" - these witches will give you itches.",0
"Now infamous Western that was (at its time) the biggest budgeted disaster in Hollywood history. I was ""lucky"" enough to see the full 220 minute version at a theatre in 1990. It was truly staggering how BAD the film was!<br /><br />They had a great cast, a story based on a true incident (a fight between foreigners and Americans in the 1800s), magnificent scenery...so what went wrong? Three words--director Michael Cimino. He was so full of himself after ""The Deer Hunter"" he went out and made this god awful Western. He's not totally to blame. His previous film ""The Deer Hunter"" was considered a masterpiece and United Artists gave him free reign to do anything. They let him all alone...and everything went wrong. The cost went barreling out of control and Cimino insisted on redoing sequences again and again until they were perfect.<br /><br />First off, the sound is horrible. Entire sequences go by and you can't make out a word the characters are saying. For instance, Jeff Bridges' character is introduced during a dance sequence, but I STILL have no idea who he was! The dialogue in his introductory scene is incomprehensible! That's the director's fault--he should have made sure the dialogue could be heard. Some scenes are shot with so much dust flying around you can barely make out what's going on. The story line doesn't make a whole lot of sense and Cimino took great liberties with the facts--in the real story only one person was killed--Cimino turns it into a massacre. There is some admittedly beautiful sequences here totally destroyed by lack of story and incomprehensible dialogue. Also the bad sound was not the fault of the theatre--all the prints sound that way.<br /><br />This garbage effectively closed down United Artists and was the end of Cimino's career. A textbook example of a director so full of himself he doesn't realize what he's doing. Jeff Bridges has said this is the worst movie he ever did. This is from a guy who made ""Tron""! A definite must-miss.<br /><br />There is a pretty good book called ""The Final Cut"" which details the whole disaster. This gets a 1. I wish IMDb had negative numbers--this deserves it!",0
"There are no - NO redeeming qualities to this film. They didn't check a single fact - NOT ONE about... anything. I feel sorry for Larry Miller, and even more sorry for his agent for not being more capable for finding him a more suitable venue.<br /><br />The adults are all idiotic. The effects are cheesy and devoid of any sense of reality. The music is honestly cheesy. The plot is beyond belief.<br /><br />I you want to see something good with your family, see anything else. Take some time and check for mildew in your attic. My ten-year-old is mocking this film as we watch it. He's unfortunately learning that not every movie is worth watching.",0
"I didn't expect a lot when i went out to see this, but my god what a disappointment. The original was kind of fun within it's genre, but this is so bad, i felt abused when i left the theater. There's no plot, it's not funny, it's not enjoyable to watch, it's straight out embarrassing. After an hour i hoped my patience would be rewarded but now i regret not leaving the theater. Do yourself a favor and ignore this one, see it when it comes to the small screen. Or see it on budget DVD, whatever you do don't waste any money on it. Don't say i didn't warn you.",0
"I can't honestly believe that this is a sequel or follow up of John Landis classic comedy horror movie from 1981 . I suppose you can't really describe it as an original werewolf movie either since the bare bones of the story steal elements from the one set in London: An American tourist visits a famous European capital , he narrowly survives a werewolf attack that kills a colleague , he embarks ( Pardon the pun ) on a sexual relationship with someone in the medical profession , he turns into a werewolf , he's visited by apparitions of his dead victims , etc etc . and reading the previous line I've just discovered how much the storyline has in common with the original that it seems very similar indeed . The difference lies in how enjoyable and entertaining the Landis movie is <br /><br />With this Paris based movie there's no scenes that really stand out . There's no naked man waking up in a zoo wondering how he's going to get back home with no money or clothes , there's no bizarre dream sequence of Naziwerewolves and there's no spectacular climax . AAWIP does try to be funny but is there anything more embarrassing than failed humour ? I'm thinking of the scene where Andy McDermott has to convince someone he's got chewing gum in his pocket and not condoms ! Perhaps the biggest difference between the two movies is that there's no poignancy involved with this dubious follow up . You really do feel sorry for the protagonist's fate and dilemma in the London movie , here you just feel Andy is nothing more than a cypher going through the literary motions of a script . There's also a large number of plot holes visible . Is this the first time The Lunar Club have carried out a massacre ? If not then aren't large numbers of corpses with their hearts torn out been reported in the world's press ? Why haven't the police got leads ?<br /><br />Everyone else has mentioned it and so will I - The visuals are poor . Look at the bungee jumping scene at The Eifell Tower , it's painfully obvious that it's achieved via some blue screen projection while the werewolf transformation is done by some very cartoonish CGI . I won't put Anthony Waller in the same bracket as Stephen Sommers as a director who totally ruins a movie because of an over reliance on CGI ( The major problem with AAWIP is the screenplay coupled with a high degree of expectation from those who saw the 1981 movie classic ) but I would have preferred the Rick Baker type special effects used for the transformation . To be fair it's reasonable to speculate that perhaps the budget didn't stretch that far . But at the end of the day this is a fairly poor horror movie that didn't need to be made and DOG SOLDIERS is much better entertainment",0
